S
1200
848,439,23
695,339,8
334,700,17
721,578,16
732,1037,9
187,579,21
687,217,20
994,993,6
1060,409,16
83,363,24
700,517,16
295,921,5
67,832,10
719,730,13
589,879,13
716,1094,18
1144,805,25
120,1112,8
249,111,23
1120,1021,12
666,441,8
359,1056,17
224,651,17
660,252,14
77,1063,12
657,286,12
466,796,8
201,416,25
111,947,20
1062,1177,13
8,961,12
238,317,14
1118,829,19
456,538,25
631,666,12
555,396,25
1069,1028,4
1177,415,9
16,411,12
46,1187,23
832,1000,25
193,41,10
546,276,22
1108,762,13
1069,82,22
1037,185,8
278,1101,22
1069,350,12
211,99,13
863,257,25
784,708,6
486,886,24
465,175,19
202,414,9
859,520,21
699,96,10
1049,516,10
63,1132,19
1173,1142,25
111,828,20
864,509,17
369,517,25
798,835,7
566,959,12
175,1090,8
912,970,17
920,932,25
788,982,19
212,1182,9
675,170,10
43,596,15
680,957,5
503,745,22
694,584,25
480,727,8
397,196,8
604,971,23
18,209,25
457,85,25
265,153,24
510,1039,23
981,803,17
780,1057,13
651,1023,9
821,493,25
901,691,12
1042,299,8
797,743,6
890,584,5
911,717,14
515,689,6
1157,1078,10
1060,875,15
41,645,8
843,1048,10
1033,385,17
214,959,19
397,745,7
899,984,15
139,137,13
848,309,15
434,747,21
494,310,4
527,762,24
918,875,5
722,503,10
11,1186,7
1046,142,17
223,789,23
735,859,16
851,931,12
832,902,25
467,37,5
1108,961,24
1118,1031,23
616,785,4
160,431,12
832,251,13
1088,1051,8
1070,257,14
421,844,6
925,280,24
896,1037,22
217,812,5
929,1064,16
469,255,7
93,98,12
494,840,10
431,1176,20
691,578,13
552,662,17
1028,1102,6
972,1100,11
413,969,17
543,942,16
498,451,17
904,609,18
168,59,22
357,866,22
304,1100,11
364,358,4
402,756,21
900,1076,10
108,470,25
1174,708,10
493,340,11
797,1099,16
249,835,11
66,657,13
386,359,21
489,787,12
822,446,23
698,743,25
833,389,21
249,227,22
579,707,24
434,667,10
1082,575,7
1127,190,6
1013,1188,5
324,64,6
721,345,8
992,420,22
83,1076,18
372,605,23
172,719,14
1043,501,13
1171,1156,16
952,699,9
360,402,12
857,127,22
458,436,8
16,282,12
1141,605,4
1160,21,19
807,66,23
836,402,8
1049,649,10
928,945,17
1136,802,20
528,690,14
514,678,19
890,774,22
479,1111,22
238,301,14
1007,832,14
1,725,8
576,505,8
879,436,4
1065,42,16
509,122,23
1169,1129,24
891,3,5
176,546,16
805,704,4
539,408,24
216,190,20
566,792,11
1053,666,18
683,285,19
1186,85,17
246,606,8
494,820,21
616,751,18
279,1081,21
656,1018,14
214,157,22
281,808,10
318,1024,9
913,719,18
632,794,24
537,836,24
267,10,25
376,1074,19
972,144,24
232,588,22
940,1114,18
794,804,12
145,928,5
508,942,8
826,769,5
380,76,5
840,471,7
477,916,23
131,1010,20
1010,468,15
1089,421,25
939,112,25
541,200,15
945,646,23
670,948,12
114,8,24
837,46,8
79,1003,11
911,936,12
779,574,7
1026,37,21
1199,644,15
273,710,22
486,591,5
599,971,9
310,208,16
423,628,23
31,1064,17
980,671,14
84,110,10
29,401,6
178,187,11
1111,459,12
547,586,13
601,156,5
272,1180,19
699,510,13
1088,356,24
318,669,12
500,174,23
837,615,6
853,243,22
1,508,11
941,863,10
435,930,13
246,48,10
557,347,12
783,459,9
419,251,17
597,825,12
124,348,19
220,931,6
264,322,20
844,584,8
1085,371,15
245,848,21
515,550,12
504,14,9
1109,906,16
75,142,11
1069,622,12
149,1042,24
653,630,13
753,535,15
790,87,23
360,1140,20
489,345,10
885,135,23
503,827,14
570,392,9
588,1193,22
264,614,12
700,36,16
1120,814,9
797,604,24
212,1115,19
927,284,23
788,1023,11
577,509,24
635,425,17
601,1113,15
108,934,11
947,855,17
959,233,16
995,48,9
659,722,5
133,222,17
1013,425,21
812,509,5
660,587,15
579,1189,22
853,113,8
484,514,14
25,129,22
910,205,21
1081,623,20
171,934,20
302,392,6
94,848,12
316,503,15
228,1009,5
647,197,7
504,45,7
369,657,17
708,1056,16
1017,591,21
974,820,4
40,292,10
969,143,13
373,506,14
1120,787,24
528,734,13
182,442,14
274,863,22
506,535,17
742,251,21
378,803,4
172,1147,10
350,978,9
943,543,7
92,863,15
1001,540,24
500,260,5
1028,763,25
1055,21,8
558,419,4
21,597,17
4,745,20
725,520,5
949,613,18
735,727,23
409,1101,10
567,553,24
200,64,19
974,334,14
211,1143,15
642,807,23
247,815,9
914,214,6
426,1101,14
928,1023,20
275,88,17
1134,800,9
26,754,5
364,1191,14
194,949,17
453,385,19
719,398,15
790,891,20
348,274,6
115,517,14
49,471,12
665,25,9
267,358,23
105,139,23
391,273,12
1129,450,17
726,654,6
743,284,5
1027,940,22
628,248,24
617,516,5
133,150,22
910,287,13
321,351,9
91,638,22
526,164,21
287,559,20
875,35,13
827,422,10
827,351,24
1092,139,16
368,650,12
341,462,18
53,884,10
684,1184,20
925,316,9
386,1172,5
691,466,19
217,711,25
786,867,10
853,471,9
362,111,8
868,687,23
294,223,6
673,414,8
1089,809,11
421,975,19
109,456,9
692,71,5
47,755,4
758,938,9
81,1009,24
97,834,20
73,884,21
999,893,17
115,585,12
1185,890,14
754,809,11
19,146,23
873,886,7
784,798,13
391,788,12
382,387,12
937,17,22
384,980,17
33,461,20
45,1143,19
296,720,12
1070,293,11
586,1153,24
221,328,15
763,983,5
29,781,19
1188,162,15
1032,353,23
1046,39,25
1166,476,25
802,40,23
327,1010,16
887,458,14
343,1094,17
502,823,17
443,398,24
936,286,9
485,609,14
1182,1097,21
1109,1058,5
409,111,6
269,1192,7
79,807,13
661,922,7
393,181,12
175,45,12
1097,834,10
462,30,9
1156,146,6
679,694,4
74,287,25
321,369,11
732,711,23
752,80,10
487,1078,15
1149,1068,13
521,125,23
1165,748,5
1151,1034,20
523,1074,19
442,426,18
586,721,10
136,697,16
608,678,5
582,155,24
542,343,9
350,830,4
1009,655,15
619,351,20
118,977,8
386,48,22
260,955,25
1005,951,19
675,690,16
1002,1134,14
116,1002,4
981,990,7
187,742,21
492,423,23
826,750,7
1101,361,7
360,909,6
57,215,24
588,502,7
586,553,4
1109,259,6
1142,177,23
927,516,20
720,1048,22
1064,938,20
482,589,14
844,177,5
903,242,25
1120,644,18
927,377,5
901,697,23
775,1134,16
1067,320,12
691,1157,12
802,759,18
754,1167,11
208,858,5
883,221,8
866,1084,21
397,977,16
858,1092,12
53,411,12
570,514,8
148,6,25
1119,88,20
491,739,8
194,447,24
913,830,4
269,855,7
73,688,8
83,912,13
170,941,4
1018,632,18
570,994,18
1049,326,13
518,166,13
985,414,8
881,1065,20
301,473,8
64,672,15
37,517,13
533,757,11
49,193,4
62,1018,19
960,1032,25
828,1021,10
488,798,22
1171,140,19
813,534,15
746,488,24
618,733,4
916,469,14
872,491,24
117,203,19
383,1055,18
835,250,4
562,28,6
507,1198,12
84,715,13
375,711,13
36,730,11
544,664,16
196,420,8
197,560,25
1114,921,11
458,852,4
1078,178,8
676,215,5
246,361,19
269,1095,17
807,360,15
1080,474,22
557,221,23
573,773,15
19,947,21
980,218,22
707,35,20
691,851,15
911,901,20
463,761,20
817,912,15
781,1014,25
569,554,6
716,1074,13
1116,930,15
847,677,19
127,902,14
885,1050,11
987,680,7
753,1148,13
640,1166,7
1027,505,5
255,932,17
601,550,12
616,712,19
274,110,6
485,964,4
510,440,5
228,219,9
914,66,23
536,575,7
653,143,18
40,1029,24
554,1171,9
489,1178,21
188,46,4
875,551,21
630,82,8
478,1110,25
833,507,17
186,533,10
315,905,22
716,806,24
15,612,9
217,128,10
1111,775,7
562,185,13
888,1100,4
695,1099,22
697,903,7
985,1192,21
643,930,25
1031,958,19
592,14,7
218,486,19
1062,949,20
431,990,6
1185,481,23
455,365,10
664,1189,12
428,293,9
610,16,23
15,232,5
58,1067,14
516,1016,13
653,650,8
948,886,5
487,308,18
813,705,25
322,858,9
597,675,10
272,731,4
965,1051,9
161,279,12
666,673,16
393,1079,7
461,346,23
358,893,22
1035,88,22
507,919,13
1161,529,22
647,488,9
915,591,17
123,12,5
1115,567,18
529,531,7
747,400,17
1057,930,8
293,72,19
1001,97,5
735,560,16
452,197,7
676,15,20
10,108,6
1039,167,5
748,882,23
195,492,11
1086,1173,15
249,568,20
281,689,20
577,979,17
513,879,20
241,624,24
644,295,6
121,518,6
178,905,6
238,538,22
1103,130,17
114,107,23
84,469,15
673,312,16
608,80,21
886,884,18
790,229,11
148,453,25
979,1093,24
727,655,20
229,799,24
422,831,17
413,1129,10
98,1137,25
559,48,13
643,63,18
79,700,23
301,1008,15
200,47,21
766,1010,4
592,222,25
133,992,22
759,492,6
302,196,19
531,164,5
1088,817,9
552,457,17
426,239,4
941,1043,20
367,398,13
312,1004,14
375,790,17
410,222,8
1113,495,14
4,533,11
880,853,18
844,846,4
708,1149,14
874,553,10
604,675,16
34,113,21
462,33,9
1112,452,20
512,940,5
1146,1135,15
556,1187,7
851,1132,5
617,810,13
599,60,23
126,1047,7
979,632,8
58,422,14
332,1108,25
428,643,25
936,52,23
