S
2400
968,496,13
2393,1293,4
659,2063,9
989,1112,19
871,1477,16
20,1954,23
1939,1791,20
1074,1231,25
1786,1204,15
2203,972,15
1324,1059,17
2227,283,15
2142,938,8
838,1050,18
1766,958,8
378,400,15
556,171,5
833,925,10
1493,1854,19
1836,1356,20
1227,984,14
174,561,15
2073,646,15
2389,1282,15
754,1366,8
1695,703,25
1019,1865,22
1998,895,20
1891,2344,9
1675,1167,18
1421,2184,17
246,240,10
2218,334,6
164,163,20
1234,1751,5
1166,1315,9
925,331,9
1588,456,24
1039,1511,6
490,1257,23
2214,1363,7
58,1346,24
848,1584,7
239,1143,6
1909,1512,9
2250,1395,19
767,1135,19
2086,2046,25
793,404,12
1481,2065,8
1765,1362,25
811,2024,11
1946,1475,4
298,2029,7
647,1429,8
2154,1494,8
740,128,12
1684,1186,18
2042,403,18
1305,1013,22
1937,2335,20
1152,1085,5
111,2120,13
901,2062,8
178,1734,10
812,164,21
1829,388,4
2185,2051,16
386,537,17
1531,1940,19
1671,2222,24
466,594,18
512,311,22
168,431,6
696,595,12
854,1994,5
906,826,13
2336,472,7
259,1659,11
173,2329,4
193,1543,14
467,1604,4
1413,884,12
643,686,11
1806,101,24
2080,417,18
2331,1250,25
903,2380,11
576,1390,7
918,1290,25
2164,2183,21
1286,1231,5
1536,654,16
794,2165,9
1868,685,15
679,1872,22
344,507,5
600,271,24
667,2033,12
1297,771,24
1572,88,22
1776,239,4
1807,1968,9
178,1799,8
1197,1044,23
1771,644,5
599,130,12
38,1520,8
916,1839,5
1535,1329,20
2023,2365,7
1462,2209,25
56,1204,7
979,1898,11
1760,637,17
2291,360,13
982,1977,22
2074,1007,24
392,2310,23
641,1350,7
1288,1174,8
15,499,23
1623,1013,18
2337,2339,20
1870,2211,25
1078,1734,20
1262,1535,9
2164,2006,16
1402,1027,17
2168,1564,13
463,900,14
1935,810,11
370,1193,22
149,1897,21
2271,465,13
1443,1652,14
125,597,17
632,1415,7
532,436,19
2018,1905,23
709,822,19
2250,1310,10
619,532,9
718,1254,21
1108,2344,7
118,1165,20
2275,1139,9
2100,1316,4
1598,52,4
1302,2092,13
544,72,24
1257,943,25
2154,1988,23
532,1735,18
1237,1525,7
1196,1873,19
562,2118,8
1097,1170,9
1914,2241,7
2000,1790,15
1850,336,6
1759,881,25
1879,1794,22
1870,272,22
1936,1662,25
472,108,5
874,1623,21
1756,2316,15
2067,692,15
415,1385,9
334,1358,23
397,1466,4
1098,482,10
2300,925,10
471,758,13
238,552,9
826,70,6
418,1824,11
1531,2349,23
1857,2265,25
2122,392,7
1257,394,8
981,474,22
1058,1090,23
1780,2184,10
2231,1863,23
2316,1678,9
1154,1444,18
1827,1515,21
1903,682,4
276,2048,10
1179,755,17
25,1654,13
1031,1867,12
2391,366,14
1170,719,8
1003,1287,15
1651,2028,20
1555,2266,20
2319,1507,11
482,2198,22
652,1212,18
2314,1939,10
655,2298,5
987,2099,17
955,1326,9
2360,1428,12
1224,1425,5
965,241,14
369,259,9
1174,1017,12
249,2147,8
1971,60,9
487,1889,19
1819,1755,6
299,1579,15
2174,314,9
955,1982,20
2375,2246,23
1257,287,12
819,4,25
850,1886,15
1228,648,25
1513,44,25
1930,2085,20
281,227,24
554,2346,4
1156,2063,22
1173,1624,22
1780,1513,5
116,652,20
2273,53,16
1094,192,5
2111,2166,9
71,612,5
57,1706,17
1221,658,14
788,2387,22
110,985,24
573,2344,9
1281,280,6
2332,1157,17
883,621,15
1721,115,22
1911,1600,15
1398,2040,13
733,871,13
516,319,7
1421,87,21
1489,1534,12
1047,118,6
519,1390,11
2187,681,8
938,1384,16
660,2348,15
325,2031,10
858,125,12
1864,770,23
863,201,22
1558,451,20
1224,1575,13
426,437,22
1763,790,5
732,456,23
468,1204,11
764,536,8
1501,792,11
1764,1049,23
1837,2175,20
515,1378,15
1875,2394,17
253,1241,4
1062,1779,11
1860,1267,13
1135,319,21
1929,928,7
256,1719,22
846,214,12
1195,515,10
2057,1799,18
1360,1527,18
2237,202,13
1798,1387,18
322,1439,9
822,1371,10
1561,1730,8
2263,1645,17
127,934,24
821,1362,4
2213,1471,8
16,767,16
674,1150,4
1207,770,15
1528,1818,17
844,561,13
1812,1259,6
1188,291,9
1563,1822,18
2017,276,23
735,772,4
2318,839,12
441,1838,11
1631,1422,8
490,820,18
1247,2108,12
1618,149,10
1765,1291,14
200,1738,13
1670,2166,12
529,314,6
2112,2335,22
2218,2156,14
1461,2331,8
2088,410,4
2237,1450,7
228,552,15
1607,856,9
1847,1418,15
1318,589,17
2102,423,22
2170,794,11
1256,2113,13
179,700,17
926,842,13
1950,1150,18
95,1148,7
1986,2038,23
1068,1608,8
1229,1880,21
1601,1947,23
1555,434,19
1435,851,20
39,2333,14
1307,1454,4
1659,1896,12
745,73,17
2359,1017,23
1904,1921,16
1134,1681,23
590,1079,12
169,2018,13
1185,1,20
66,761,24
1167,1235,24
499,2225,17
686,824,4
1834,1699,15
1584,619,9
1374,907,4
2209,2247,24
282,352,9
187,639,25
2227,1730,10
439,1542,24
1249,921,14
616,1710,8
356,1947,19
693,2316,7
1034,807,7
1320,1614,18
733,433,15
290,249,11
593,1603,6
145,1826,9
1321,2177,4
1330,2135,9
2040,380,8
1302,792,6
623,648,17
1365,818,16
690,1745,6
1538,1252,10
1119,162,11
2184,2123,9
1750,1412,14
1285,855,20
1229,720,4
1698,55,11
628,418,18
2131,1842,22
247,1721,22
1680,506,15
978,606,15
2155,205,19
1306,1697,14
1341,312,14
914,58,14
686,2122,9
2105,72,8
544,536,16
189,2280,5
288,920,11
2189,98,9
522,1083,13
1563,1485,6
1467,1644,16
1881,652,17
1050,1490,8
337,242,11
643,284,22
1500,1340,16
720,932,12
531,2394,18
526,1717,9
640,770,4
1726,340,12
1008,1726,7
2292,1270,20
1266,267,16
2288,956,14
944,1072,6
808,2268,21
1597,348,11
668,342,21
2183,1883,24
896,1238,24
2142,548,24
99,1544,22
121,490,17
71,2327,13
1356,685,18
2021,1866,8
2148,226,11
427,256,5
1605,1372,19
847,1627,9
1260,1338,19
1830,291,18
1482,1533,13
1574,1701,15
1485,2321,14
637,1481,20
206,437,11
2277,572,14
369,1940,18
1734,282,17
1603,192,15
29,1344,9
2073,977,8
1782,632,23
1356,421,20
2382,1127,19
105,2010,17
762,336,25
592,1722,17
1892,1340,19
214,1352,21
1501,567,24
316,1966,25
1623,374,22
1939,595,25
1259,1136,9
1844,1989,10
1741,145,25
39,1476,14
153,1212,5
1883,356,12
235,1878,13
664,771,20
2399,235,13
2386,1824,15
1022,2199,6
1884,1006,15
316,2058,15
1241,1293,18
454,1211,4
1090,637,7
297,2084,19
1434,829,20
732,2097,16
203,1291,14
1152,2256,17
2252,2192,25
138,813,5
546,1153,25
953,404,14
2149,1501,17
2333,1100,17
2122,1182,25
940,739,19
1678,1181,13
819,398,15
1416,1990,24
2048,414,18
185,2208,4
1861,108,4
1562,856,4
