S
250
53,154,16
187,184,19
137,170,5
11,120,15
100,71,11
70,193,8
22,124,10
191,139,20
228,97,5
149,236,6
212,24,15
140,4,4
146,60,19
161,180,21
39,138,25
168,146,5
170,36,5
67,103,13
14,15,15
77,140,18
212,72,6
219,117,6
242,107,21
222,26,8
194,222,24
57,199,20
135,172,15
20,18,12
42,195,5
27,175,25
55,72,22
249,182,10
101,21,10
140,142,16
72,224,15
175,155,25
107,68,8
28,138,19
185,75,14
46,166,12
143,121,17
10,151,4
36,22,6
170,209,23
168,93,12
168,180,7
137,138,20
42,31,16
97,85,22
42,180,17
204,35,9
145,26,6
192,116,22
15,245,20
19,115,14
29,72,12
16,176,13
88,79,22
182,232,18
154,114,12
95,162,12
144,196,7
55,112,24
226,109,4
33,245,19
207,113,6
249,179,19
94,88,12
88,183,8
65,3,15
41,241,11
16,240,11
152,16,14
9,15,13
38,19,7
177,186,9
226,43,11
56,9,11
39,20,16
52,107,22
20,160,23
134,12,11
82,73,21
41,37,18
49,45,10
54,175,17
166,47,23
5,124,25
182,129,17
17,86,6
138,159,9
54,127,22
86,218,18
156,157,10
1,13,5
187,231,4
212,106,6
241,222,11
111,236,22
12,142,8
23,148,19
162,56,16
125,64,22
212,142,19
29,73,14
193,229,19
186,30,10
233,220,9
15,19,18
119,244,7
157,235,23
5,69,21
242,219,11
194,234,12
159,92,11
171,22,6
9,17,19
2,144,25
46,88,12
144,213,12
178,220,5
105,221,9
131,34,11
107,229,10
88,70,10
161,78,25
160,185,8
33,188,21
25,28,13
150,41,16
193,109,24
172,235,4
161,223,8
223,150,14
196,4,11
58,13,22
159,168,5
26,101,6
96,8,13
60,237,12
102,108,4
87,67,23
122,204,18
205,81,14
143,23,12
11,234,21
224,7,19
87,70,17
17,106,23
146,50,24
161,100,20
241,66,18
242,121,18
80,13,10
36,226,13
65,113,17
90,163,10
137,23,6
114,205,7
36,16,16
59,39,7
110,119,5
169,22,21
15,236,13
70,246,13
105,82,8
133,68,21
2,7,7
15,46,14
63,192,24
243,135,6
67,247,8
234,1,17
40,78,8
128,153,15
123,211,11
153,245,5
95,109,13
182,19,17
201,147,4
244,236,7
32,180,8
52,106,6
148,132,24
104,207,14
114,3,24
219,62,5
52,80,25
125,180,9
119,116,12
107,19,21
68,241,18
85,206,5
101,109,25
31,32,5
41,136,10
152,237,18
60,110,9
5,183,24
66,132,7
138,218,8
99,118,11
33,59,20
205,5,15
242,85,22
85,69,16
191,61,22
187,63,18
92,135,21
63,234,13
160,124,16
99,33,20
22,207,19
226,161,14
34,73,18
38,123,19
102,233,19
85,7,18
46,243,12
11,56,17
37,69,6
142,230,7
42,84,9
147,25,9
107,237,14
73,11,13
45,177,18
11,177,6
154,174,7
190,42,8
201,45,18
161,112,18
190,142,25
30,61,5
128,3,5
179,236,21
238,72,15
21,196,15
134,39,24
140,244,9
123,167,10
234,233,14
159,26,25
41,177,15
63,82,9
60,86,20
42,167,7
66,27,20
230,205,21
24,116,19
